DOI,title,year,journal,openalex_id,landing_url,oa_url,oa_status,fulltext_url,fulltext_found,candidate_score,status,LOI_numeric_evidence,TG_numeric_evidence,table_candidates,abstract_excerpt,supplementary_links,supplementary_content_found,harvest_cycle,harvest_run
10.1002/fam.3243,Extract from the peels of jackfruit ( Artocarpus heterophyllus ): Flame retardancy and toxic gaseous emission suppression effects on cotton textiles,2024,Fire and Materials,https://openalex.org/W4403013380,https://doi.org/10.1002/fam.3243,https://doi.org/10.1002/fam.3243,bronze,,False,10,metadata_only,"[""t peels extract on the textile substrate. The textile substrate treated with jackfruit peels extract exhibited excellent flame retardancy, evident by LOI value increasing to 26.8% and samples self‐extinguishing within 4.5 s after being removed from the reference flame. In addition, the increase in flame retardancy of treated te""]",[],[],"Abstract This paper reports on the application of extract from the peels of jackfruit ( Artocarpus heterophyllus Lam.) to increase flame retardancy and reduce toxic gaseous emissions from the combustion of cotton textiles. In particular, the results from Fourier transform infrared (FTIR) spectroscopy and scanning electron microscopy (SEM) of treated and untreated samples proved the incorporation of jackfruit peels extract onto the textile substrate, while the results from thermogravimetric analysis (TGA) and standard flammability tests of treated and untreated samples, and their corresponding limiting oxygen index (LOI), proving the flame retardancy effect of jackfruit peels extract on the textile substrate. The textile substrate treated with jackfruit peels extract exhibited excellent fla",[],False,1,11
10.21203/rs.3.rs-494207/v1,One-step Green Synthesis of Eco-friendly Novel N-P Synergistic Flame Retardant for Cotton Fabric,2021,Research Square,https://openalex.org/W3176657592,https://doi.org/10.21203/rs.3.rs-494207/v1,https://doi.org/10.21203/rs.3.rs-494207/v1,green,,False,9,metadata_only,"[""d IR spectroscopy. The reactive P=O(NH4+)2 and PO(OH)2 groups of APGDPE were successfully grafted into cotton fabric to form P-O-C covalent bond. The limiting oxygen indexes (LOI) of 20%, 30% and 40% APGDPE treated cotton reach 40-44.5%. After 50 laundering cycles (LCs), the LOI value of 40% treated cotton still maintains 27.3%. These"", ""-O-C covalent bond. The limiting oxygen indexes (LOI) of 20%, 30% and 40% APGDPE treated cotton reach 40-44.5%. After 50 laundering cycles (LCs), the LOI value of 40% treated cotton still maintains 27.3%. These results verified that the treated cotton has obtained outstanding flame retardancy and prominent durabili""]",[],[],"Abstract A novel N-P ammonium salt 1,3-propylene glycol diphosphate ester (APGDPE) flame retardant was tersely synthesized under solvent-free condition to lower cotton fabric fire hazard. The APGDPE structure was characterized by 1H NMR,13C NMR,31P NMR and IR spectroscopy. The reactive P=O(NH4+)2 and PO(OH)2 groups of APGDPE were successfully grafted into cotton fabric to form P-O-C covalent bond. The limiting oxygen indexes (LOI) of 20%, 30% and 40% APGDPE treated cotton reach 40-44.5%. After 50 laundering cycles (LCs), the LOI value of 40% treated cotton still maintains 27.3%. These results verified that the treated cotton has obtained outstanding flame retardancy and prominent durability. TG test indicates that the thermal stability and thermal oxidative stability of treated cotton are ",,,,
10.1021/acssuschemeng.8b03980,Fabrication and Characterization of Flame-Retardant Nanoencapsulated n-Octadecane with Melamine–Formaldehyde Shell for Thermal Energy Storage,2018,ACS Sustainable Chemistry & Engineering,https://openalex.org/W2896514370,https://doi.org/10.1021/acssuschemeng.8b03980,https://doi.org/10.1021/acssuschemeng.8b03980,closed,,False,8,metadata_only,[],[],[],"An innovative reactive phosphorus–nitrogen containing diamine, PNDA, was obtained by dehydration reaction between 9,10-dihydro-9-oxa-10-phosphaphenanthrene-10-oxide (DOPO) and 4,4′-diaminobenzophenone (DABP). Then, flame-retardant nanoencapsulated n -octadecane (NanoC18) with PNDA-modified melamine–formaldehyde (MF) as shell was fabricated via in situ polymerization. n -Octadecane was successfully encapsulated in the PNDA-modified MF polymer shell and the diameter of NanoC18 ranged within 80–140 nm, as evidenced by scanning electronic microscopy (SEM) and Fourier transform infrared (FTIR) spectroscopy. The thermal property and flame retardancy of NanoC18 were researched by thermogravimetric (TGA), differential scanning calorimetry (DSC), cone calorimetry measurement, and limiting oxygen in",,,,
10.1021/acs.chas.4c00050,Nature-Derived Flame Retardant for Cotton Fabrics with Green Coconut Shells,2024,ACS Chemical Health & Safety,https://openalex.org/W4405249439,https://doi.org/10.1021/acs.chas.4c00050,https://doi.org/10.1021/acs.chas.4c00050,hybrid,,False,8,metadata_only,[],[],[],"High Resolution Image Download MS PowerPoint Slide This study presents an eco-friendly flame-retardant solution for cellulosic fabrics using green coconut shell (GCS) extract and phytic acid (PA). Cellulosic materials are highly flammable and release harmful gases during combustion. Conventional flame retardants may pose environmental and health risks while impacting the fabric quality. GCS extract is a rich source of tannins, phosphorus, silicates, metallic salts, and oxides and is explored as a novel flame retardant (FR) for cotton fabrics. Cotton samples were pretreated with PA and then with varying concentrations of GCS extract using a padding technique. Comprehensive characterization followed, including limiting oxygen index (LOI), thermogravimetric analysis (TGA), derivative thermogr",,,,
10.1108/ijcst-03-2016-0036,Silica precursor as synergist for cotton flame retardancy,2016,International Journal of Clothing Science and Technology,https://openalex.org/W2340740733,https://doi.org/10.1108/ijcst-03-2016-0036,https://doi.org/10.1108/ijcst-03-2016-0036,closed,,False,8,metadata_only,[],[],[],"Purpose – The cotton and its blends is the most commonly used textile material in the design and production of protective clothing. However, as the cellulose textiles are the most flammable materials it is necessary to improve its flame retardancy. The government regulations have been the driving force for developing durable flame retardants finishes for textile, to improve its performance and to reduce the negative impact on the environment. The paper aims to discuss these issues. Design/methodology/approach – This paper investigates the effect of silica precursor (tetraethoxysilane – TEOS) added in bath with conventional flame retardant urea/ammonium polyphosphate in full and half concentration for achieving environmental-friendly cotton flame retardancy. Silica precursors have excellent",,,,
10.1080/00405000.2014.995456,Fire retardant property of cotton fabric treated with herbal extract,2014,Journal of the Textile Institute,https://openalex.org/W2021159541,https://doi.org/10.1080/00405000.2014.995456,https://doi.org/10.1080/00405000.2014.995456,closed,,False,8,metadata_only,[],[],[],"Flame retardant functionality was imparted in cellulosic textile using spinach leaves juice (SJ), an eco-friendly natural product. The extracted juice was made alkaline and applied in fresh bleached and mercerized cotton fabrics. Flame retardant properties of the control and treated fabrics were analysed in terms of limiting oxygen index (LOI), horizontal and vertical flammability and radiant heat testing. The study showed that the treated fabrics had good flame retardant property compared to control fabrics. The LOI value was found to increase by 1.6 times after application of SJ. As a result of this, the fabric does not catch flame. In horizontal flammability, the treated fabric showed burning with afterglow (without presence of flame) with a propagation rate of 10 mm/min, which is almos",,,,
10.1177/0040517514555801,Synthesis of a novel flame retardant phosphorus/nitrogen/siloxane and its application on cotton fabrics,2014,Textile Research Journal,https://openalex.org/W2076056230,https://doi.org/10.1177/0040517514555801,https://doi.org/10.1177/0040517514555801,closed,,False,8,metadata_only,[],[],[],"A novel flame retardant containing phosphorus, nitrogen and silicon was synthesized in this study. Its structure was characterized by Fourier transformed infrared spectrometry and 1 H nuclear magnetic resonance. The flammability and thermal stability of the cotton fabric treated by the flame retardant was systematically evaluated by the limiting oxygen index (LOI) method, vertical combustion method and thermogravimetric analysis (TGA). The breaking strength, tearing strength and wrinkle recovery angle (WRA) of the treated fabric were also investigated to analyze the effects of the flame retardant on the original cotton fabric. The optimal parameters of the anti-flame finishing process conditions were flame retardant phosphorus/nitrogen/siloxane of 200 g/L, catalyzer of 25 g/L, curing tempe",,,,
10.33263/briac95.272278,"Novel flame retardant and antibacterial agent containing MgO NPs, phosphorus, nitrogen and silicon units for functionalise cotton fabrics",2019,Biointerface Research in Applied Chemistry,https://openalex.org/W4252741145,https://doi.org/10.33263/briac95.272278,https://doi.org/10.33263/briac95.272278,diamond,,False,8,metadata_only,[],[],[],"During this research, Magnesium oxide (MgO) nanoparticles were synthesised synthesized using Licorice root extract. Synthesized nanoparticles have been characterized using FT-IR, TEM and XRD. The analysis confirmed that the nanoparticles size were ranged from 20 to 40 nm with cubic structure. This nanoparticle was used in the formulation with new synthesised composite containing phosphor, nitrogen and silicon to enhance thermal and flame retardant properties of cotton fabrics. This composite has synthesised via reaction of 3-(hydroxy(phenyl)phosphoryl)propanoic acid and Triethanolamine, and then with triethoxy(3-isocyanatopropyl)silane. Prepared composite was confirmed through NMR and FT-IR measurements. Treated fabric with prepared composite and nanoparticles have been evaluated through e",,,,
10.3390/coatings15080886,A Thorough Investigation of the Mechanism of theAntagonistic Effect Between Phosphorus and Basic Oxide-Forming Minerals as Flame Retardants of PolymericComposite Coatings,2025,Coatings,https://openalex.org/W4412750624,https://doi.org/10.3390/coatings15080886,https://doi.org/10.3390/coatings15080886,gold,,False,8,metadata_only,[],[],[],"Halogenated flame retardants have been amongst the most widely used and effective solutions for enhancing fire resistance. However, their use is currently strictly regulated due to serious health and environmental concerns. In this context, phosphorus-based and mineral flame retardants have emerged as promising alternatives. Despite this, their combined use is neither straightforward nor guaranteed to be effective. This study scrutinizes the interactions between these two classes of flame retardants (FR) through a systematic analysis aimed at elucidating the antagonistic pathways that arise from their coexistence. Specifically, this study focuses on two inorganic fillers, mineral huntite and chemically precipitated magnesium hydroxide, both of which produce basic oxides upon thermal decomp",,,,
10.3390/nano8110875,Surface Coating for Flame Retardancy and Pyrolysis Behavior of Polyester Fabric Based on Calcium Alginate Nanocomposites,2018,Nanomaterials,https://openalex.org/W2898277618,https://doi.org/10.3390/nano8110875,https://doi.org/10.3390/nano8110875,gold,https://europepmc.org/articles/PMC6267167,True,8,fulltext_found_partial,[],[],[],"A polyester fabric, coated with calcium alginate and nano-calcium borate composites (CAB-PL), was fabricated by a post-cross-linking method, with remarkable improvement of flame retardancy and thermal stability, as compared with the original polyester fabric (PL). The mechanical properties of CAB-PL and PL were studied, and characterizations and tests including Fourier transform infrared spectrum (FTIR), scanning electron microscopy (SEM), limiting oxygen index (LOI), cone calorimetry (CONE) and thermogravimetric analysis (TGA) were employed to evaluate the flame retardancy and thermostability. The test results of CAB-PL showed excellent mechanical strength and anti-dripping properties. In comparison with PL, TGA results indicate that the presence of surface-coated composites produced more",,,,
10.1016/j.ejpe.2015.04.001,Evaluation of the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,2015,Egyptian Journal of Petroleum,https://openalex.org/W2209184790,https://doi.org/10.1016/j.ejpe.2015.04.001,https://doi.org/10.1016/j.ejpe.2015.04.001,diamond,,False,8,metadata_only,[],[],[],"The objective of this research was to investigate the effect of non-durable flame retardant (NDFR) coating of samples of polyester fabric untreated and treated with UV/Ozone for different periods. For this purpose, these samples were tested by Fourier transform infrared (FTIR) spectroscopy, thermal analysis tests as thermo-gravimetric analysis (TGA) and differential scanning calorimeter (DSC). The ignition test was applied using limiting oxygen index (LOI), flame chamber (UL/94). Results indicated that both AZ2 (dried at room temperature) and AZ8–12 (dried at 80 °C for 30 min after coating with non-durable fire retardant (NDFR) coating) polyester samples have significantly decreased the rate of burning and increased the limiting oxygen index.",,,,
10.1016/j.clet.2021.100319,Chemically modified wool waste keratin for flame retardant cotton finishing,2021,Cleaner Engineering and Technology,https://openalex.org/W3212653153,https://doi.org/10.1016/j.clet.2021.100319,https://doi.org/10.1016/j.clet.2021.100319,gold,,False,8,metadata_only,[],[],[],"Environmentally friendly flame retardant chemicals are being developed in recent studies as legislation for eco-sustainable textile production becomes more stringent around the world. Utilisation of waste generated by the wool spinning industry is a prime concern with present work. The extraction and modification of keratin from waste wool for flame retardant cotton has not been attempted previously. The research describes a unique method for using chemically modified keratin derived from wool waste as an environmentally acceptable nitrogen/phosphorus containing flame retardant for cotton fabrics. Melamine and sodium pyrophosphate were used as nitrogen and phosphorus sources, respectively, along with glyoxal as a cross-linking agent. The improved thermal stability of modified wool waste ke",,,,
10.32710/tekstilvekonfeksiyon.674115,Investigation of Flame Retardant Effects of Resins on the Flammability of Leather,2021,TEKSTİL VE KONFEKSİYON,https://openalex.org/W3134361852,https://doi.org/10.32710/tekstilvekonfeksiyon.674115,https://doi.org/10.32710/tekstilvekonfeksiyon.674115,bronze,,False,8,metadata_only,[],[],[],"Natural leather products, which are by-products of the meat industry, are used because of their high air vapor permeability and elegant appearance compared to synthetic leather. The production of flame retardant leather is important for some leather types such as motorcyclist jackets, flight or automotive upholstery leathers, military boots. It is frequently mentioned in the literature that resinous chemicals create flame retardant effects in textile materials due to their nitrogen content. Urea, melamine and dicyandiamide resins are always used in the traditional retanning process of cattle leathers. It has been investigated which of these resins has the highest flame retardant effect on the leather. In the study, 2%, 3% and 4% ratios were studied for these three resins; flame resistance ",,,,
10.1002/app.1992.070460312,Flame‐retarding modification of nylon 6 textile,1992,Journal of Applied Polymer Science,https://openalex.org/W1984313044,https://doi.org/10.1002/app.1992.070460312,https://doi.org/10.1002/app.1992.070460312,closed,,False,8,metadata_only,[],[],[],"Abstract For the purpose of flame retardation, nylon 6 textile was first hydroxymethylated and then the methylol group containing nylon 6 textile was finished with Pyrovatex CP at 160–170°C. The limiting oxygen index (LOI) value increased from 23.6 for the original textile to 31.4 for the modified one. The mechanism of flame retardation was investigated using thermogravimetry (TGA), differential scanning calorimetry (DSC), elemental analysis, infrared spectroscopy, and X‐ray diffraction. Results reveal that Pyrovatex CP plays a flame‐retarding role in both the condensed and gas phases.",,,,
10.1108/ijcst-12-2013-0135,Flame retardant cellulosic textile using bannana pseudostem sap,2015,International Journal of Clothing Science and Technology,https://openalex.org/W2017271888,https://doi.org/10.1108/ijcst-12-2013-0135,https://doi.org/10.1108/ijcst-12-2013-0135,closed,,False,8,metadata_only,[],[],[],"Purpose – The purpose of this paper is to use the natural wastage plant product, bannana pseudostem sap (BPS) for using as fire retardant of cellulosic textile substrate. The study aims to use first time any wastage plant product for making fire retardant cellulosic textile. In this regard flame retardant functionality was imparted in cellulosic textile using BPS, an eco-friendly natural wastage product. Design/methodology/approach – The extracted sap was made alkaline and applied in pre-mordanted bleached and mercerized cotton fabrics. Flame retardant properties of the control and treated fabrics were analyzed in terms of limiting oxygen index (LOI), horizontal and vertical flammability and total heat of combustion using bomb calorimeter. The thermal degradation and pyrolysis was studied ",,,,
10.1007/s10570-022-05033-3,Flame-retardant finishing of cotton fabrics using DOPO functionalized alkoxy- and amido alkoxysilane,2023,Cellulose,https://openalex.org/W4313508551,https://doi.org/10.1007/s10570-022-05033-3,https://doi.org/10.1007/s10570-022-05033-3,hybrid,,False,8,metadata_only,[],[],[],"Abstract In the present study, DOPO-based alkoxysilane (DOPO-ETES) and amido alkoxysilane (DOPO-AmdPTES) were synthesized by one-step and without by-products as halogen-free flame retardants. The flame retardants were applied on cotton fabric utilizing sol–gel method and pad-dry-cure finishing process. The flame retardancy, the thermal stability and the combustion ehaviour of treated cotton were evaluated by surface and bottom edge ignition flame test (according to EN ISO 15025), thermogravimetric analysis (TGA) and micro-scale combustion calorimeter (MCC). Unlike CO/DOPO-ETES sample, cotton treated with DOPO-AmdPTES nanosols exhibits self-extinguishing ehaviour with high char residue, an improvement of the LOI value and a significant reduction of the PHRR, HRC and THR compared to pristine",,,,
10.1021/ie300964g,Enhanced Flame Retardant Property of Fiber Reactive Halogen-Free Organophosphonate,2012,Industrial & Engineering Chemistry Research,https://openalex.org/W2327576383,https://doi.org/10.1021/ie300964g,https://doi.org/10.1021/ie300964g,closed,,False,8,metadata_only,[],[],[],"In this paper, we studied the synthesis, characterization, and flammability of the water-soluble, nonhalogenated organophosphorus flame retardant (FR) dimethyl-[1,3,5-(3,5-triacryloylhexahydro)triazinyl]-3-oxopropylphosphonate for application to cotton fabrics by nonpolymeric network. The FR was synthesized in a one-step reaction from dimethyl phosphite and 1,3,5-triacryloylhexahydro-1,3,5-triazine under mild conditions, and its structure was fully characterized by 1 H, 13 C, and 31 P nuclear magnetic resonance (NMR), mass spectrometry (MS), and Fourier transform infrared spectroscopy (FT-IR). The finishing conditions to achieve a covalent bond between the FR and fibers were optimized, and the FR capability of the treated cotton was investigated by limiting oxygen index (LOI), flame test, ",,,,
10.1515/pjct-2015-0018,Flame resistant cellulosic substrate using banana pseudostem sap,2015,Green Sciences,https://openalex.org/W1565449948,https://doi.org/10.1515/pjct-2015-0018,https://doi.org/10.1515/pjct-2015-0018,gold,,False,8,metadata_only,[],[],[],"Abstract Flame retardancy was imparted in cellulosic cotton textile using banana pseudostem sap (BPS), an eco-friendly natural product. The extracted sap was made alkaline and applied in pre-mordanted bleached and mercerized cotton fabrics. Flame retardant properties of both the control and the treated fabrics were analysed in terms of limiting oxygen index (LOI), horizontal and vertical flammability. Fabrics treated with the non-diluted BPS were found to have good flame retardant property with LOI of 30 compared to the control fabric with LOI of 18, i.e., an increase of 1.6 times. In the vertical flammability test, the BPS treated fabric showed flame for a few seconds and then, got extinguished. In the horizontal flammability test, the treated fabric showed no flame, but was burning only ",,,,
10.1016/j.pnsc.2017.04.013,Flame retardancy of polyamide 6 hybrid fibers: Combined effects of α -zirconium phosphate and ammonium sulfamate,2017,Progress in Natural Science Materials International,https://openalex.org/W2618513405,https://doi.org/10.1016/j.pnsc.2017.04.013,https://doi.org/10.1016/j.pnsc.2017.04.013,hybrid,,False,8,metadata_only,[],[],[],"Synergistic effect between α-zirconium phosphate (α-ZrP) and ammonium sulfamate (AS) for enhanced flame retardant properties of Polyamide 6 (PA6) was investigated by using oxygen index instrument, cone calorimeter, thermogravimetric analyzer (TGA), Instron universal test machine and scanning electron microscopy (SEM). PA6/AS/α-ZrP ternary hybrid materials with various contents of α-ZrP and AS were fabricated by melt-mixing method. The result from flammability indicated that the Limiting oxygen index (LOI) and Underwriters Laboratories-94 (UL-94) rating of PA6/AS/α-ZrP were significantly accelerated under the coordinating function of α-ZrP and AS. Moreover, the thermal stability for PA6/AS/α-ZrP studied by TGA also demonstrated this synergistic effect between α-ZrP and AS on the heat resist",,,,
10.7317/pk.2018.42.2.157,Synthesis and Application of a Polyamide-containing Phosphorous and Sulfur Flame-retardant for Nylon Fabric,2018,Polymer(Korea),https://openalex.org/W2800521660,https://doi.org/10.7317/pk.2018.42.2.157,https://doi.org/10.7317/pk.2018.42.2.157,closed,,False,8,metadata_only,[],[],[],"Monomer of polyamide (PA66) and flame-retardant intermediate product (FR) were firstly synthesized, and the flame-retardant (PA-FR) was further gained by polymerization of PA66 and FR. The structure of PA-FR was confirmed by Fourier transform infrared spectroscopy (FTIR), nuclear magnetic resonance spectroscopy (NMR), X-ray photoelectron spectroscopy (XPS), and gel permeation chromatography (GPC). The thermal properties of PA-FR and the finished fabric were evaluated by thermal gravity analysis (TGA) and differential scanning calorimetry (DSC). Moreover, X-ray diffraction analysis (XRD) showed that melting eutectic reaction occurred between PA-FR and nylon fabric. The experimental results showed that the limiting oxygen index (LOI) value of PA-FR treated fabric and PA-FR treated fabric aft",,,,
10.20944/preprints201804.0094.v1,Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,2018,Preprints.org,https://openalex.org/W3121199962,https://doi.org/10.20944/preprints201804.0094.v1,https://doi.org/10.20944/preprints201804.0094.v1,green,,False,8,metadata_only,[],[],[],"Conventional flame retardant (FR) application processes for textiles involve aqueous processing which is resource intensive in terms of energy and water usage. Recent research using sol-gel and layer-by-layer chemistries, while claimed to be based on more environmentally-sustainable chemistry, still require aqueous media with the continuing problem of water management and drying processes being required. This paper outlines the initial forensic work to characterise commercially produced viscose/flax, cellulosic furnishing fabrics which have had conferred upon them durable flame retardant (FR) treatments using a novel, patented atmospheric plasma/UV excimer laser facility for processing textiles with the formal name - Multiplexed Laser Surface Enhancement (MLSE) system. This system (MTIX Lt",,,,
10.1007/s10570-020-03270-y,Flame retardant effect of lignin/carbon nanotubes/potassium carbonate composite coatings on cotton roving,2020,Cellulose,https://openalex.org/W3033662992,https://doi.org/10.1007/s10570-020-03270-y,https://doi.org/10.1007/s10570-020-03270-y,hybrid,,False,8,metadata_only,[],[],[],"Abstract A new composite flame retardant coating for cotton roving has been investigated. The proposed coating comprises natural lignin, pure carbon allotrope carbon nanotubes (CNTs) and non-toxic potassium carbonate (K 2 CO 3 ). The series of complementary experiments, including thermogravimetric analysis, vertical burning in fire tube, limiting oxygen index (LOI) measurement and combustion in mass loss calorimeter enabled the formulation of an optimum composition including aqueous suspension with 1 wt% of CNTs, 1 wt% lignin (L) as well as 1 wt% of K 2 CO 3 . Applying L/CNT/K 2 CO 3 on cotton roving increased LOI from 17.1 to 38.5%, decreased final mass loss and temperature during vertical burning from 100 to 78% and 457 to 190 °C, respectively. Moreover, peak heat release rate and total ",,,,
10.15376/biores.16.2.islam,Cotton-based flame-retardant textiles: A review,2021,BioResources,https://openalex.org/W3134407149,https://doi.org/10.15376/biores.16.2.islam,https://doi.org/10.15376/biores.16.2.islam,gold,,False,8,metadata_only,[],[],[],"Biodegradable textiles made from cellulose, the most abundant biopolymer, have gained attention from researchers, due to the ease with which cellulose can be chemically modified to introduce multifunctional groups, and because of its renewable and biodegradable nature. One of the most attractive features required for civilian and military applications of textiles is flame-retardancy. This review focuses on various methods employed for the fabrication of cellulose-based flame-retardant cotton textiles along with their developed flame-retardant properties over the last few years. The most common method is to merge N, S, P, and Si-based polymeric, non-polymeric, polymeric/non-polymeric hybrids, inorganic, and organic/inorganic hybrids with cellulose to fabricate flame-retardant cotton textile",,,,
10.2478/pjct-2014-0039,Flame Retardant and Antimicrobial Jute Textile Using Sodium Metasilicate Nonahydrate,2014,Green Sciences,https://openalex.org/W2058372822,https://doi.org/10.2478/pjct-2014-0039,https://doi.org/10.2478/pjct-2014-0039,gold,,False,8,metadata_only,[],[],[],"Abstract Flame retardant and antimicrobial functionalities were imparted in jute textile using sodium metasilicate nonahydrate (SMSN), commonly known as “water glass”. Sodium metasilicate nonahydrate (SMSN) was applied in jute fabric in different concentration by padding method followed by drying. Flame retardancy of the fabric was evaluated by Limiting Oxygen Index (LOI) and burning behaviour under vertical flammability tester including the char length. Burning rate was found to decrease by almost 10 times after an application of 2% SMSN compared to the control sample. Thermogravimetry (TG) and differential scanning calorimetry (DSC) analysis of both the control and treated jute fabrics were utilized to understand the mechanism of developed flame retardance in jute fabric. It was observed",,,,
10.1002/fam.2314,Flame retardancy in fabric consisting of cellulosic fiber and modacrylic fiber containing fine‐grained MoO3particles,2015,Fire and Materials,https://openalex.org/W1511875599,https://doi.org/10.1002/fam.2314,https://doi.org/10.1002/fam.2314,closed,,False,8,metadata_only,[],[],[],"Summary Flame retardancy of fabrics consisting of modacrylic fiber containing with various dispersed metal compounds and cellulosic fiber has been investigated by means of flame test (ISO15025 procedure A) and limiting oxygen index (LOI). It has been found that excellent flame retardancy is achieved by fine‐grained MoO3particles. The afterflame time in flame test and the LOI value are improved with decreasing particle size of MoO3. The flame retardancy of MoO3(particle size; 0.1 µm) is comparable to that of Sb2O3. On the other hand, significant improvement in flame retardancy is not observed for other metal compounds although some metal oxides and a hydroxide in the present study are known as flame retardant or smoke suppressing agent in halogen containing polymer in previous studies. In o",[],False,1,8
10.1016/j.heliyon.2023.e14806,Fire retardant properties enhancement of cotton twill fabric using pumpkin (Cucurbita maxima) extract,2023,Heliyon,https://openalex.org/W4353051308,https://doi.org/10.1016/j.heliyon.2023.e14806,https://doi.org/10.1016/j.heliyon.2023.e14806,gold,,False,8,metadata_only,[],[],[],"Health hazards and environmental pollution are major concerns in present world. So, it is high time to think about ecofriendly and sustainable production. In this study, pumpkin juice has been used as an ecofriendly flame retardant finish to enhance the functionality of cotton twill fabric. The pumpkin juice extracted from the fresh pumpkin without any chemicals. The cotton fabric was treated with pumpkin juice in exhaust method. The treated and untreated samples were characterized by TGA, FTIR, SEM, and EDX. The flame-retardant property of the samples were evaluated based on the LOI and vertical flame tester. The result demonstrated that the treated samples exhibited high fire-retardant properties after being finished with pumpkin juice. The LOI value of the treated samples increased to 2",[],False,1,5
10.1515/epoly-2020-0059,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020,e-Polymers,https://openalex.org/W3095790104,https://doi.org/10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,gold,,False,8,metadata_only,[],[],[],"Abstract A phosphoramidate flame retardant (dimethyl N , N -bis(2-hydroxyletheyl)phosphoramidate, DMBHP) was synthesized and applied to cotton fabrics for enhancing the flame retardancy. The structure of DMBHP was characterized by FT-IR and NMR. The flame retardancy and combustion behavior of the treated cotton fabrics were evaluated using the vertical flammability test (VFT), limiting oxygen index (LOI), and the cone calorimetric test. Moreover, to further analyze the flame retardant action of DMBHP in cotton fabrics, thermal degradability of the treated fabrics, as well as the chemical structure, surface morphology, and element contents of the char residue of the DMBHP-treated fabrics were also evaluated. The results show that, after treating with DMBHP, the cotton fabrics acquired a LOI",[],False,1.0,1.0
10.1039/9781847559210-00359,"Chapter 23. Effect of Yarn, Fabric Construction and Colour in Respect of Red Reflectance and Pigmentation on the Thermal Properties and Limiting Oxygen Index of Flame Retardant Polypropylene Fabrics",2009,,https://openalex.org/W2340958341,https://doi.org/10.1039/9781847559210-00359,https://ub-ir.bolton.ac.uk/esploro/outputs/bookChapter/Effect-of-Yarn-Fabric-Construction-and/999333008841,green,,False,8,metadata_only,[],[],[],"Polypropylene fibres are widely used in manufacturing upholstery fabrics for domestic and office furniture, automotive and floor coverings. Flammability is becoming an increasing issue of priority for all sectors of the textile industry due to public safety awareness and stringent legislation controlling the use of products in different sectors There are several standard test methods developed in different countries across the world for testing their fire performance, each test having different criteria to meet .The behaviour of polypropylene -containing fabrics that are considered to be manufactured from the same raw material, construction and manufacturing process show variations in their burning behaviour especially when subjected to an external heat flux in addition to a small igniting",,,,
10.3390/polym14163414,Zinc Oxide Nanoparticles (ZnO NPs) and N-Methylol Dimethyl Phosphonopropion Amide (MDPA) System for Flame Retardant Cotton Fabrics,2022,Polymers,https://openalex.org/W4292553348,https://doi.org/10.3390/polym14163414,https://doi.org/10.3390/polym14163414,gold,,False,8,metadata_only,[],[],[],"The aim of the present research work was to develop halogen and formaldehyde-free, durable flame retardant fabric along with multifunctional properties and to find the optimal conditions and parameters. In this research, zinc oxide nanoparticles (ZnO NPs) were grown onto 100% cotton fabric using the sonochemical method. Zinc acetate dihydrate (Zn(CH3COO)2·2H2O) and sodium hydroxide (NaOH) were used as precursors. After ZnO NPs growth, N-Methylol dimethylphosphonopropionamide (MDPA) flame retardant was applied in the presence of 1, 2, 3, 4-butanetetracarboxylic acid (BTCA) as cross-linkers using the conventional pad–dry–cure method. Induced coupled plasma atomic emission spectroscopy (ICP-AES) was used to determine the deposited amount of Zn and phosphorous (P) contents. Scanning electron m",[],False,1,10
10.1016/j.proeng.2017.12.114,Pyrolysis Properties and Flame Retardant Effects of Fabrics Finished by Hybrid Silica-based Sols,2018,Procedia Engineering,https://openalex.org/W2793700007,https://doi.org/10.1016/j.proeng.2017.12.114,https://doi.org/10.1016/j.proeng.2017.12.114,diamond,,False,8,metadata_only,[],[],[],"By using sol-gel process, hybrid sols can be prepared and three dimensional nanoscale or nano-micro networks can be designed and formed onto bulk materials of diverse substrates (such as fabric and wood). Series of pure, composite and hybrid sols like SiO 2 , SiO 2 -KH560, SiO 2 -KH560-MA (Melamine), SiO 2 -KH560-BB (Boric Acid and Borax) and SiO 2 -KH560-TPP (Triphenyl Phosphate) including both nano-sols and traditional flame retardant components were prepared and used to finish cotton, polyester and polyester-cotton fabrics, particle size distributions and pH values of as-prepared sols were inspected. Limiting Oxygen Index (LOI), Thermogravimetry Analysis (TGA) and Fourier Transform Infrared Spectroscopy (FTIR) experiments were conducted to determine flame retardancy, characterize pyroly",[],False,1,11
