DOI,title,year,journal,grade,reason,source_url,candidate_fingerprint,extracted_at_utc,sample_state,sample_norm,LOI_pct,LOI_uncertainty_pct,atmosphere,heating_rate_C_min,R650_pct,source_location,evidence,direct_numeric_use,pair_key,T1_C,Tmax1_C,R800_pct,R600_pct,T5_C,Tonset_C,Tmax2_C,T10_C,T20_C,T50_C
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603365+00:00,1:2/BMG,12/bmg,27.5,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:2/BMG||O2||10.0,,699.0,,,555.0,,,573.0,594.0,676.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603379+00:00,1:1,11,22.0,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:1||O2||10.0,,657.0,,,588.0,,,611.0,629.0,661.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603393+00:00,1:1/CLS,11/cls,23.4,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:1/CLS||O2||10.0,,707.0,,,541.0,,,558.0,575.0,673.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603407+00:00,1:1/SA,11/sa,24.1,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:1/SA||O2||10.0,,609.0,,,512.0,,,585.0,602.0,636.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603421+00:00,1:1/BMT,11/bmt,24.8,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:1/BMT||O2||10.0,,709.0,,,587.0,,,600.0,614.0,664.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603447+00:00,1:1/BMG,11/bmg,5.1,,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:1/BMG||O2||10.0,,576.0,,,527.0,,,543.0,557.0,581.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603460+00:00,2:1,21,21.0,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||2:1||O2||10.0,,613.0,,,571.0,,,587.0,603.0,642.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603473+00:00,2:1/CLS,21/cls,23.1,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||2:1/CLS||O2||10.0,,588.0,,,536.0,,,555.0,569.0,591.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603486+00:00,2:1/SA,21/sa,24.4,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||2:1/SA||O2||10.0,,614.0,,,568.0,,,586.0,603.0,641.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603499+00:00,2:1/BMT,21/bmt,24.8,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||2:1/BMT||O2||10.0,,609.0,,,568.0,,,586.0,603.0,655.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603512+00:00,2:1/BMG,21/bmg,24.9,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||2:1/BMG||O2||10.0,,711.0,,,556.0,,,569.0,583.0,658.0
10.3390/polym17202744,Advanced Post-Processing Techniques for Hydrophobic and Flame-Retardant Textiles,2025,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12567407,b01579c45119642477cd,2026-09-24T01:56:53.299365+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.heliyon.2024.e32939,Study on combustion characteristics of glass fiber/phenolic resin composites,2024,Heliyon,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC467059,6bff6bfc2039d846c7e4,2026-09-24T01:56:53.951199+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma13122845,Flame-Retardant and Sound-Absorption Properties of Composites Based on Kapok Fiber,2020,Materials,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC7345839,65d5e5646b6becd8a900,2026-09-24T01:56:55.416694+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym14102072,Morphology-Controlled Synthesis of Polyphosphazene-Based Micro- and Nano-Materials and Their Application as Flame Retardants,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9144817,17916813a230d758f69f,2026-09-24T01:56:56.985626+00:00,PET,pet,25.2,,,10.0,,"LOI table: Table 2 LOI, UL-94, and cone calorimeter results for PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.; TG table: Table 1 TGA data of PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym14102072||PET||||10.0,,433.0,9.5,,395.0,,,,,
10.3390/polym14102072,Morphology-Controlled Synthesis of Polyphosphazene-Based Micro- and Nano-Materials and Their Application as Flame Retardants,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9144817,17916813a230d758f69f,2026-09-24T01:56:56.985659+00:00,PET/PZS_SP,pet/pzssp,33.1,,,10.0,,"LOI table: Table 2 LOI, UL-94, and cone calorimeter results for PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.; TG table: Table 1 TGA data of PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym14102072||PET/PZS_SP||||10.0,,416.0,20.8,,366.0,,,,,
10.3390/polym14102072,Morphology-Controlled Synthesis of Polyphosphazene-Based Micro- and Nano-Materials and Their Application as Flame Retardants,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9144817,17916813a230d758f69f,2026-09-24T01:56:56.985678+00:00,PET/PZS_NT,pet/pzsnt,32.5,,,10.0,,"LOI table: Table 2 LOI, UL-94, and cone calorimeter results for PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.; TG table: Table 1 TGA data of PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym14102072||PET/PZS_NT||||10.0,,438.0,13.8,,390.0,,,,,
10.3390/polym14102072,Morphology-Controlled Synthesis of Polyphosphazene-Based Micro- and Nano-Materials and Their Application as Flame Retardants,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9144817,17916813a230d758f69f,2026-09-24T01:56:56.985696+00:00,PET/PZS_CLNT,pet/pzsclnt,34.4,,,10.0,,"LOI table: Table 2 LOI, UL-94, and cone calorimeter results for PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.; TG table: Table 1 TGA data of PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym14102072||PET/PZS_CLNT||||10.0,,432.0,21.5,,372.0,,,,,
10.3390/polym14102072,Morphology-Controlled Synthesis of Polyphosphazene-Based Micro- and Nano-Materials and Their Application as Flame Retardants,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9144817,17916813a230d758f69f,2026-09-24T01:56:56.985720+00:00,PET/PZS_BNT,pet/pzsbnt,32.8,,,10.0,,"LOI table: Table 2 LOI, UL-94, and cone calorimeter results for PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.; TG table: Table 1 TGA data of PET, PET/PZS_SP, PET/PZS_BNT, PET/PZS_CLNT, and PET/PZS_NT.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym14102072||PET/PZS_BNT||||10.0,,432.0,15.4,,370.0,,,,,
10.1039/c8ra09005j,Durable flame retardant polyacrylonitrile fabric via UV-induced grafting polymerization and surface chemical modification,2018,RSC Advances,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9091708,086f99b7a6fdf1baee22,2026-09-24T01:56:58.553040+00:00,,,,,,,,,,,,,,,,,,,,,
10.1007/s10570-024-06209-9,One pot gamma radiation mediated interfacial engineering of P-N synergistic flame retardant and antibacterial cellulose fabric: novel fabrics for future applications,2024,Cellulose,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1007/s10570-024-06209-9,efa243119875efac0a60,2026-09-24T01:56:59.133667+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acsomega.5c00281,Application of Novel Triazolium-Containing Hydrogels to Cotton Fabrics: Evaluation of Their Flame Retardancy and Antibacterial Properties,2025,ACS Omega,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12138650,0fa4b9deeb63dec29f8a,2026-09-24T01:57:00.799045+00:00,,,,,,,,,,,,,,,,,,,,,
10.1039/c9ra07743j,Modified melamine-formaldehyde resins improve tensile strength along with antifouling and flame retardancy in impregnation of cellulose paper,2019,RSC Advances,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9075157,e830192c4364c95f398b,2026-09-24T01:57:02.337163+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acsomega.2c01870,Investigation and Optimization of Vacuum Plasma Treatment of PA66 Fabric for Reduced Fire Retardant Consumption,2022,ACS Omega,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9244904,93504106fe57678c1000,2026-09-24T01:57:04.136396+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acsami.2c14709,Fabrication of Highly Efficient Flame-Retardant and Fluorine-Free Superhydrophobic Cotton Fabric by Constructing Multielement-Containing POSS@ZIF-67@PDMS Micro–Nano Hierarchical Coatings,2022,ACS Applied Materials & Interfaces,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1021/acsami.2c14709,16efac827c97262399c5,2026-09-24T01:57:04.735405+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.eurpolymj.2024.113525,Schiff base approach to introduce chitosan-phytic acid complex for flame-retardant cotton fabrics,2024,European Polymer Journal,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.eurpolymj.2024.113525,2688074d9d8059cdb9d0,2026-09-24T01:57:05.297586+00:00,,,,,,,,,,,,,,,,,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085494+00:00,PET,pet,21.2,0.2,air,,,LOI table: The flammability of modified PET polyester; TG table: The TGA and DTG of copolyester (air atmospheres),Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PET||air||,,556.7,,,370.3,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085523+00:00,PET,pet,21.2,0.2,,,,LOI table: The flammability of modified PET polyester; TG table: The TG-DSC data of copolyester containing phosphorus–silica,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PET||||,,445.4,,,422.1,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085555+00:00,PETP-1Si,petp-1si,32.8,0.2,air,,,LOI table: The flammability of modified PET polyester; TG table: The TGA and DTG of copolyester (air atmospheres),Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PETP-1Si||air||,,557.2,,,380.0,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085570+00:00,PETP-1Si,petp-1si,32.8,0.2,,,,LOI table: The flammability of modified PET polyester; TG table: The TG-DSC data of copolyester containing phosphorus–silica,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PETP-1Si||||,,455.2,,,424.4,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085584+00:00,PETP-2Si,petp-2si,33.8,0.1,air,,,LOI table: The flammability of modified PET polyester; TG table: The TGA and DTG of copolyester (air atmospheres),Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PETP-2Si||air||,,555.1,,,380.9,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085599+00:00,PETP-2Si,petp-2si,33.8,0.1,,,,LOI table: The flammability of modified PET polyester; TG table: The TG-DSC data of copolyester containing phosphorus–silica,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PETP-2Si||||,,450.1,,,419.9,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085641+00:00,PETP,petp,31.9,0.2,air,,,LOI table: The mechanical properties and LOI of copolymers fiber; TG table: The TGA and DTG of copolyester (air atmospheres),Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PETP||air||,,565.8,,,386.5,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085655+00:00,PETP-3Si,petp-3si,34.1,0.1,air,,,LOI table: The mechanical properties and LOI of copolymers fiber; TG table: The TGA and DTG of copolyester (air atmospheres),Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PETP-3Si||air||,,553.7,,,381.2,,,,,
10.1039/d1ra07410e,Preparation and thermal cross-linking mechanism of co-polyester fiber with flame retardancy and anti-dripping by in situ polymerization,2021,RSC Advances,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC8978624,aa9412d76596c92d2b61,2026-09-24T01:57:07.085671+00:00,PETP-3Si,petp-3si,34.1,0.1,,,,LOI table: The mechanical properties and LOI of copolymers fiber; TG table: The TG-DSC data of copolyester containing phosphorus–silica,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.1039/d1ra07410e||PETP-3Si||||,,455.3,,,422.9,,,,,
10.1002/pat.867,Epoxy phosphonate crosslinkers for providing flame resistance to cotton textiles,2007,Polymers for Advanced Technologies,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/pat.867,2215d09369b4699873f9,2026-09-24T01:57:07.632192+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules29245976,Eco-Friendly Fire-Retardant Coating on Cotton Using Layer by Layer Deposition Technique,2024,Molecules,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC11676173,3423844273447656c625,2026-09-24T02:18:03.450667+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym15153195,Novel Macromolecular and Biobased Flame Retardants Based on Cellulose Esters and Phosphorylated Sugar Alcohols,2023,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10420857,1a63777f33e1e72c0970,2026-09-24T02:18:05.502916+00:00,,,,,,,,,,,,,,,,,,,,,
10.1038/s41598-025-27538-0,Development and optimisation of green flame retardant properties of cotton fabric treated with chitosan nanoparticles and phosphate using Taguchi method,2025,Scientific Reports,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12722698,41480a3beba68e71d0be,2026-09-24T02:18:06.910028+00:00,,,,,,,,,,,,,,,,,,,,,
10.11648/j.ijmsa.20200904.11,Development of Flame-Resistant Cotton Fabrics with Casein Using Pad-dry-cure and Supercritical Fluids Methods,2020,International Journal of Materials Science and Applications,C,No structured open-full-text tables could be parsed.,https://doi.org/10.11648/j.ijmsa.20200904.11,906da02a011289b1c1f9,2026-09-24T02:18:07.482126+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym17070924,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC11990989,2fa6f44532901daf099c,2026-09-24T02:18:08.956553+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/pc.28089,Comparison of different flame‐retardant agents for polylactic acid/fiber composites by a film‐stacking method: Flame‐retardant performance and mechanical properties,2024,Polymer Composites,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/pc.28089,d5818ec99d3eb4e74ad9,2026-09-24T02:18:09.489750+00:00,,,,,,,,,,,,,,,,,,,,,
10.5821/dissertation-2117-177807,Bio-based flame retardant for sustainable building materials,2019,,C,No structured open-full-text tables could be parsed.,https://doi.org/10.5821/dissertation-2117-177807,e43c79db69596c5df8ec,2026-09-24T02:18:09.944467+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.polymer.2025.129336,Efficient and durable flame-retardant wool fabrics achieved by a facile phytic acid grafting approach,2025,Polymer,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.polymer.2025.129336,e402c64f01e180ffe46e,2026-09-24T02:18:10.409902+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules25214963,Development of Novel Polyamide 11 Multifilaments and Fabric Structures Based on Industrial Lignin and Zinc Phosphinate as Flame Retardants,2020,Molecules,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC7663702,59e96ec6b49b0c71be94,2026-09-24T02:18:11.880562+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-315407/v1,Synthesis of a Novel Highly Efficient Flame-Retardant Coating for Cotton Fabrics With Low Combustion Toxicity and Antibacterial Properties,2021,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-315407/v1,8a34474a6032b39403ff,2026-09-24T02:18:12.408566+00:00,,,,,,,,,,,,,,,,,,,,,
10.48048/tis.2025.9093,Epoxy Composite Reinforced with Bacterial Cellulose and Multi-Walled Carbon Nanotubes: Mechanical Properties and Flame Retardancy Performance,2025,Trends in Sciences,C,No structured open-full-text tables could be parsed.,https://doi.org/10.48048/tis.2025.9093,73b4e2981db3488a6cc0,2026-09-24T02:18:12.858664+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym14153071,Barrier Effects of Cellulosic Fibers with Hybrid Coating Based on Zirconium Metal-Organic Framework,2022,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9370460,7ceaaa10055420b07e76,2026-09-24T02:18:14.103350+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/fam.3243,Extract from the peels of jackfruit ( Artocarpus heterophyllus ): Flame retardancy and toxic gaseous emission suppression effects on cotton textiles,2024,Fire and Materials,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/fam.3243,9a40d9a8875548595834,2026-09-24T02:18:14.612608+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.matdes.2022.110925,Biobased coating derived from fish scale protein and phytic acid for flame-retardant cotton fabrics,2022,Materials & Design,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.matdes.2022.110925,1af519d30f6e5d95cf90,2026-09-24T02:18:15.092613+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma16237347,An Analysis of the Performance and Comfort Properties of Fire-Protective Material by Using Inherently Fire-Retardant Fibers and Knitting Structures,2023,Materials,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC10707135,0294edd9627d6e31de6e,2026-09-24T02:18:15.697982+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/fam.920,Flame retardancy finish with an organophosphorus retardant on silk fabrics,2006,Fire and Materials,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/fam.920,21a0daca7bc91c4afbef,2026-09-24T02:18:16.227815+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/0040517516632478,Preparation and characterizations of flame retardant melamine cyanurate/polyamide 6 composite fibers via in situ polymerization,2016,Textile Research Journal,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/0040517516632478,0817527762125b655374,2026-09-24T02:18:16.757096+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/pat.2008,Synthesis and characterization of a novel phosphorus–nitrogen‐containing flame retardant and its application for textile,2011,Polymers for Advanced Technologies,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/pat.2008,d184c15433f9f98c6acb,2026-09-24T02:18:17.275118+00:00,,,,,,,,,,,,,,,,,,,,,
10.1007/s12221-026-01461-1,"Thermal, Chemical and Mechanical Properties of Alginate-Coated Wool/Polyamide Fabrics Containing Boron Compounds",2026,Fibers and Polymers,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1007/s12221-026-01461-1,c195f33569b912800fbd,2026-09-24T02:18:17.790529+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym13030430,Suppression of Smoldering of Calcium Alginate Flame-Retardant Paper by Flame-Retardant Polyamide-66,2021,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC7866267,358d2e9e0e94c5700605,2026-09-24T02:18:19.232431+00:00,,,,,,,,,,,,,,,,,,,,,
